Date,Close,High,Low,Open,Volume
2011-04-01,102.0232162475586,102.49828538434852,101.7780294568313,102.22244293746336,153850100
2011-04-04,102.10753631591797,102.42169259345215,101.8163776341378,102.237793669398,100768900
2011-04-05,102.09217071533203,102.54424219811534,101.86230009455402,101.90827188036853,120791500
2011-04-06,102.41401672363281,102.67453138531673,102.00024713934982,102.58258778512453,120411600
2011-04-07,102.15347290039062,102.65917424879511,101.64775986028039,102.23008864810973,170731500
2011-04-08,101.80103302001953,102.66687423528005,101.37960536251623,102.60557460403328,147945400
2011-04-11,101.49455261230469,102.25311074936934,101.2493540726851,101.90831053327541,121385400
2011-04-12,100.73597717285156,101.1267491704319,100.36819107561658,100.92753413686906,161187400
2011-04-13,100.72828674316406,101.27995986593046,100.34517293820889,101.20334411996272,162059000
2011-04-14,100.804931640625,100.95817486858195,99.81650288235015,100.14597523787215,161220400
2011-04-15,101.17269897460938,101.42555551514263,100.68998348059742,100.98881181182642,170006700
2011-04-18,100.03870391845703,101.16505976732026,99.23416235616774,100.06168981809024,210759300
2011-04-19,100.61338806152344,100.64404372621648,99.9467735008297,100.19196035982206,124258800
2011-04-20,101.98491668701172,102.20711758686026,101.74737626700525,101.81634564917871,156133800
2011-04-21,102.5059585571289,102.55193035643268,101.98492924274106,102.51361662644325,135935400
2011-04-25,102.39871215820312,102.56728325799452,102.06156995862037,102.42935613465987,65757100
2011-04-26,103.27985382080078,103.48673862812888,102.60558121704724,102.71285265571554,146600000
2011-04-27,103.95409393310547,104.10733711011217,103.05760907132603,103.4790365768732,143031000
2011-04-28,104.29129028320312,104.42920570686469,103.75493303833414,103.7702491798225,124791100
2011-04-29,104.53644561767578,104.64372872599381,104.19164547083541,104.32957254459608,115094100
2011-05-02,104.37556457519531,105.11113680550825,104.16867977029676,105.02686296127492,126278700
2011-05-03,104.0001220703125,104.352592090951,103.47142288521037,104.1763629264874,138375000
2011-05-04,103.31050109863281,104.00010147813897,102.85075971782271,103.95412967839977,182678500
2011-05-05,102.37569427490234,103.40243669531029,101.92362269017605,102.73582226726616,226900000
2011-05-06,102.82778930664062,103.9235013628751,102.42934749603619,103.39480220281958,222787200
2011-05-09,103.22620391845703,103.5250322747452,102.65919117167869,102.82010414431433,114104500
2011-05-10,104.10735321044922,104.29125206632044,103.44073885693956,103.57099616212496,114806900
2011-05-11,103.01167297363281,103.96945777636041,102.53661545282681,103.95412994583825,193564200
2011-05-12,103.5020751953125,103.71661809075624,102.20714806028431,102.73584722823887,171550700
2011-05-13,102.7051773071289,103.70127586441231,102.33739120765986,103.55569070020121,157444900
2011-05-16,102.05389404296875,103.14193623846693,101.88532297265259,102.33739461954153,141675400
2011-05-17,102.03855895996094,102.17648604937646,101.23401739821213,101.67077287436763,192686200
2011-05-18,102.95036315917969,103.0576345788053,101.86997920256673,102.09219180217482,135217900
2011-05-19,103.19554138183594,103.46372575444867,102.62854036456211,103.28749665651547,119489500
2011-05-20,102.37569427490234,103.19555192078663,102.18413732967512,102.92737921249338,182594900
2011-05-23,101.18802642822266,101.69373950742073,100.827898480161,101.12672681028592,168700000
2011-05-24,101.10376739501953,101.70142421180115,100.9122104231867,101.47922326882735,147199600
2011-05-25,101.44091796875,101.86234568015679,100.66703194722892,100.69767592091729,151050100
2011-05-26,101.90830993652344,102.09220884016126,100.97351097018998,101.16506794375486,164850000
2011-05-27,102.29905700683594,102.57489944917059,101.8776411211279,102.1917855954673,120921900
2011-05-31,103.36412048339844,103.37944831232646,102.55192092583087,103.26451882463587,164731200
2011-06-01,101.04248046875,103.37947815736749,100.9581949228749,103.06532187804112,233094300
2011-06-02,100.93517303466797,101.32595664973164,100.34518611558758,101.11141382611932,200466800
2011-06-03,99.9314193725586,100.69764710431417,99.67090474977145,99.72453461130652,234690200
2011-06-06,98.87405395507812,99.88548050643033,98.74379660074541,99.67859567697897,179951200
2011-06-07,98.812744140625,99.66325748271846,98.72845861332894,99.37974524088158,161660500
2011-06-08,98.39897155761719,98.98897023060775,98.21507267868672,98.65948620065419,198696400
2011-06-09,99.14984893798828,99.55594863955892,98.42960479922353,98.66713348976043,160964400
2011-06-10,97.77066040039062,98.78973887202066,97.51014576961637,98.72845094030365,238629400
2011-06-13,97.84727478027344,98.26104428490453,97.34923145282853,97.99285991369153,207599800
2011-06-14,99.0886001586914,99.43340038411368,98.70548619895327,98.74378824155892,160570400
2011-06-15,97.32624053955078,99.07324461787384,97.06572592579988,98.26104512105813,300958000
2011-06-16,97.54080200195312,98.0541732287566,96.78989618020665,97.35690311957386,308032800
2011-06-17,97.83187103271484,98.51719416074192,97.50075939643375,98.5094922506416,233284900
2011-06-20,98.33238983154297,98.54030029364402,97.46996384012073,97.50076560764815,159479000
2011-06-21,99.679931640625,99.87243827251098,98.37088889373481,98.84060554552349,193157300
2011-06-22,99.07930755615234,99.95713728917603,99.01770402668221,99.37192138371752,176703000
2011-06-23,98.79441833496094,99.05622456753267,97.16966168626467,97.91658845246987,334286500
2011-06-24,97.64705657958984,98.84829601497142,97.500755542483,98.77130041635591,226129300
2011-06-27,98.51721954345703,98.89452511304367,97.51618246659874,97.7086891448532,168904700
2011-06-28,99.80314636230469,99.81855018394567,98.7713135561503,98.90991270189943,165556300
2011-06-29,100.6578598022461,100.81955877904794,99.81853378067488,100.25744275309408,244295500
2011-06-30,101.6203842163086,101.78208317932892,100.65015518917556,100.98126089894981,223322700
2011-07-01,103.1219482421875,103.26055912305479,101.4740919898357,101.71279832667555,202385700
2011-07-05,103.03723907470703,103.24514950950521,102.71382937039397,103.01413922080405,165936000
2011-07-06,103.16045379638672,103.29135689479054,102.49823051937949,102.79084435679522,143331600
2011-07-07,104.23079681396484,104.49260302741324,103.86118735088044,104.07679385015243,170464200
2011-07-08,103.49153900146484,104.23076948347199,102.71381660085237,103.05263008220273,194100500
2011-07-11,101.6203842163086,102.55210957378475,101.38167791397453,102.2210038640105,195918600
2011-07-12,101.18147277832031,102.2441130596756,101.15067688958267,101.40478703293596,214675700
2011-07-13,101.52031707763672,102.58295768112062,101.27391464402702,101.71282375219975,204062600
2011-07-14,100.8195571899414,102.24411081851298,100.6270505779545,101.77439421527808,226111800
2011-07-15,101.40478515625,101.54338427751145,100.69636223168098,101.38168530270643,220012800
2011-07-18,100.57316589355469,101.0890822604395,99.81854318150985,100.93507930385293,196872100
2011-07-19,102.20563507080078,102.32884215605611,101.11219862592702,101.1352984857031,166554900
2011-07-20,102.1440200805664,102.52903336658389,101.96691725890682,102.46744158053336,137145400
2011-07-21,103.56085205078125,103.81496216607958,102.15939839968198,102.72151436703703,245246300
2011-07-22,103.63017272949219,103.73797597465415,102.99874532949174,103.58397301723313,126019400
2011-07-25,103.05265045166016,103.56087077414087,102.53673409387115,102.64453733654838,136653800
2011-07-26,102.66764068603516,103.15276116942793,102.43663037253037,102.9833543895026,131278200
2011-07-27,100.56550598144531,102.12865946414803,100.43459108416579,102.09785181196108,249020100
2011-07-28,100.27287292480469,101.46641660154411,100.11116215583249,100.56548681643322,207939900
2011-07-29,99.58750915527344,100.52694224130191,98.54027285034019,99.26409949855915,307038400
2011-08-01,99.16402435302734,100.84268844654089,98.20149110550248,100.75027726500058,325790900
